Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Indicator Label
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2007,1.633,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2008,1.616,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2009,1.638,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2010,1.653,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2011,1.677,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2012,1.719,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2013,1.741,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2014,1.721,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2015,1.631,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2016,1.555,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2017,1.486,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2018,1.415,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2019,1.395,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,1.371,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.365,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,1.355,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.348,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2024,1.341,Total Fertility Rate
